UniqueID1232,FESID2244,EnvironmentalClass,EnvironmentalSubclass,Ecological End-Product Class,Ecological End-Product Subclass,Direct Use/Non-Use Class,Direct Use/Non-Use Subclass I,Direct Use/Non-Use Subclass II,Direct User Class,Direct User Subclass I,Direct User Subclass II,FESID2244,BeneficiaryCategory,BeneficiarySubcategory,FEGSIDNumber,FEGS,Example,Importance,FEGSMeasurementincludingUnits,MeasurementType,Status,Source,Notes
1057,11.83.1207.2111,Aquatic,Rivers and Streams,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,11.83.1207.2111,Recreational,Experiencers and Viewers,11.0601,presence of the environment, ,opportunity to view the environment and organisms within it,NA,NA,NA,NA,NA
1064,11.83.1207.2111,Aquatic,Rivers and Streams,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,11.83.1207.2111,Recreational,"Waders, Swimmers, and Divers",11.0605,presence of the environment, ,"opportunity and conditions for wading, swimming, and/or diving",NA,NA,NA,NA,NA
1065,11.83.1207.2111,Aquatic,Rivers and Streams,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,11.83.1207.2111,Recreational,Boaters,11.0606,presence of the environment, ,opportunity for recreational boating,NA,NA,NA,NA,NA
1190,25.83.1207.2111,Terrestrial,Scrubland / Shrubland,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,25.83.1207.2111,Recreational,Experiencers and Viewers,25.0601,presence of the environment, ,opportunity to view the environment and organisms within it,NA,NA,NA,NA,NA
1209,27.83.1207.2111,Terrestrial,Tundra,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,27.83.1207.2111,Recreational,Experiencers and Viewers,27.0601,presence of the environment, ,opportunity to view the environment and organisms within it,NA,NA,NA,NA,NA
1074,12.83.1207.2111,Aquatic,Wetlands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,12.83.1207.2111,Recreational,Experiencers and Viewers,12.0601,presence of the environment, ,opportunity to view the environment and organisms within it,NA,NA,NA,NA,NA
1081,12.83.1207.2111,Aquatic,Wetlands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,12.83.1207.2111,Recreational,"Waders, Swimmers, and Divers",12.0605,presence of the environment, ,"opportunity and conditions for wading, swimming, and/or diving",NA,NA,NA,NA,NA
1082,12.83.1207.2111,Aquatic,Wetlands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,12.83.1207.2111,Recreational,Boaters,12.0606,presence of the environment, ,opportunity for recreational boating,NA,NA,NA,NA,NA
1154,22.81.1207.2111,Terrestrial,Agroecosystems,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,22.81.1207.2111,Recreational,Experiencers and Viewers,22.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1155,22.81.1207.2111,Terrestrial,Agroecosystems,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,22.81.1207.2111,Recreational,Experiencers and Viewers,22.0601,viewscapes, ,landscape that provides a sensory experience,charasmatic species (presence or absence),Stock,Proposed,Susan Yee (USEPA),NA
1225,31.81.1207.2111,Atmospheric,Atmosphere,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,31.81.1207.2111,Recreational,Experiencers and Viewers,31.0601,atmospheric phenomena,"clouds, sunsets",atmospheric phenomena that can be viewed,NA,NA,NA,NA,NA
1228,31.81.1207.2111,Atmospheric,Atmosphere,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,31.81.1207.2111,Recreational,Experiencers and Viewers,31.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1229,31.81.1207.2111,Atmospheric,Atmosphere,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,31.81.1207.2111,Recreational,Experiencers and Viewers,31.0601,viewscapes, ,sky that provides a sensory experience,NA,NA,NA,NA,NA
1199,26.81.1207.2111,Terrestrial,Barren / Rock and Sand,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,26.81.1207.2111,Recreational,Experiencers and Viewers,26.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1200,26.81.1207.2111,Terrestrial,Barren / Rock and Sand,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,26.81.1207.2111,Recreational,Experiencers and Viewers,26.0601,viewscapes, ,landscape that provides a sensory experience,NA,NA,NA,NA,NA
1163,23.81.1207.2111,Terrestrial,Created Greenspace,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,23.81.1207.2111,Recreational,Experiencers and Viewers,23.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1164,23.81.1207.2111,Terrestrial,Created Greenspace,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,23.81.1207.2111,Recreational,Experiencers and Viewers,23.0601,viewscapes, ,landscape that provides a sensory experience,charasmatic species (presence or absence),Stock,Proposed,Susan Yee (USEPA),NA
1144,21.81.1207.2111,Terrestrial,Forests,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,21.81.1207.2111,Recreational,Experiencers and Viewers,21.0601,sounds and scents,"leaves rustling, birds singing, wind, decay",sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1145,21.81.1207.2111,Terrestrial,Forests,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,21.81.1207.2111,Recreational,Experiencers and Viewers,21.0601,viewscapes, ,landscape that provides a sensory experience,charasmatic species (presence or absence),Stock,Proposed,Susan Yee (USEPA),NA
1177,24.81.1207.2111,Terrestrial,Grasslands,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,24.81.1207.2111,Recreational,Experiencers and Viewers,24.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1178,24.81.1207.2111,Terrestrial,Grasslands,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,24.81.1207.2111,Recreational,Experiencers and Viewers,24.0601,viewscapes, ,landscape that provides a sensory experience,NA,NA,NA,NA,NA
1129,16.81.1207.2111,Aquatic,Groundwater,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,16.81.1207.2111,Recreational,Experiencers and Viewers,16.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1130,16.81.1207.2111,Aquatic,Groundwater,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,16.81.1207.2111,Recreational,Experiencers and Viewers,16.0601,viewscapes, ,landscape that provides a sensory experience,NA,NA,NA,NA,NA
1220,28.81.1207.2111,Terrestrial,Ice and Snow,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,28.81.1207.2111,Recreational,Experiencers and Viewers,28.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1221,28.81.1207.2111,Terrestrial,Ice and Snow,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,28.81.1207.2111,Recreational,Experiencers and Viewers,28.0601,viewscapes, ,landscape that provides a sensory experience,NA,NA,NA,NA,NA
1092,13.81.1207.2111,Aquatic,Lakes and Ponds,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,13.81.1207.2111,Recreational,Experiencers and Viewers,13.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1093,13.81.1207.2111,Aquatic,Lakes and Ponds,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,13.81.1207.2111,Recreational,Experiencers and Viewers,13.0601,viewscapes, ,landscape that provides a sensory experience,NA,NA,NA,NA,NA
1109,14.81.1207.2111,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,14.81.1207.2111,Recreational,Experiencers and Viewers,14.0601,sounds and scents,"waves crashing, seagulls",sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1110,14.81.1207.2111,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,14.81.1207.2111,Recreational,Experiencers and Viewers,14.0601,viewscapes, ,landscape that provides a sensory experience,"stony coral taxa richness sponge and gorgonians density and size fish taxa, abundance, size class, biomass",Stock,Proposed,Bill Fisher (USEPA),NA
1120,15.81.1207.2111,Aquatic,Open Oceans and Seas,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,15.81.1207.2111,Recreational,Experiencers and Viewers,15.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1121,15.81.1207.2111,Aquatic,Open Oceans and Seas,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,15.81.1207.2111,Recreational,Experiencers and Viewers,15.0601,viewscapes, ,landscape that provides a sensory experience,NA,NA,NA,NA,NA
1058,11.81.1207.2111,Aquatic,Rivers and Streams,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,11.81.1207.2111,Recreational,Experiencers and Viewers,11.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1059,11.81.1207.2111,Aquatic,Rivers and Streams,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,11.81.1207.2111,Recreational,Experiencers and Viewers,11.0601,viewscapes, ,landscape that provides a sensory experience,NA,NA,NA,NA,NA
1191,25.81.1207.2111,Terrestrial,Scrubland / Shrubland,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,25.81.1207.2111,Recreational,Experiencers and Viewers,25.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1192,25.81.1207.2111,Terrestrial,Scrubland / Shrubland,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,25.81.1207.2111,Recreational,Experiencers and Viewers,25.0601,viewscapes, ,landscape that provides a sensory experience,NA,NA,NA,NA,NA
1210,27.81.1207.2111,Terrestrial,Tundra,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,27.81.1207.2111,Recreational,Experiencers and Viewers,27.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1211,27.81.1207.2111,Terrestrial,Tundra,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,27.81.1207.2111,Recreational,Experiencers and Viewers,27.0601,viewscapes, ,landscape that provides a sensory experience,NA,NA,NA,NA,NA
1075,12.81.1207.2111,Aquatic,Wetlands,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,12.81.1207.2111,Recreational,Experiencers and Viewers,12.0601,sounds and scents, ,sounds and scents that provide a sensory experience,NA,NA,NA,NA,NA
1076,12.81.1207.2111,Aquatic,Wetlands,Combined End-products,"Scapes
",Direct Use,In-situ Use,Recreation/tourism,Households,Households,Households,12.81.1207.2111,Recreational,Experiencers and Viewers,12.0601,viewscapes, ,landscape that provides a sensory experience,NA,NA,NA,NA,NA
836,31.51.1206.1721,Atmospheric,Atmosphere,Atmosphere,Air,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,31.51.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,31.0206,air, ,"suitable [clean /clear] air for establishing and maintaining property, and the opportunity for viewscapes",NA,NA,NA,NA,NA
846,31.51.1206.1721,Atmospheric,Atmosphere,Atmosphere,Air,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,31.51.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,31.0206,weather, ,"suitable atmospheric conditions [in temperature, precipitation, or wind] for establishing and maintaining property",NA,NA,NA,NA,NA
801,22.83.1206.1721,Terrestrial,Agroecosystems,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,22.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,22.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of erosion, fire, and pest infestation on the property",NA,NA,NA,NA,NA
841,31.83.1206.1721,Atmospheric,Atmosphere,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,31.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,31.0206,presence of the environment, ,"reduced/increased risk of damage of the property, for example, by lightning strikes",NA,NA,NA,NA,NA
821,26.83.1206.1721,Terrestrial,Barren / Rock and Sand,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,26.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,26.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of erosion, fire, and pest infestation on the property",NA,NA,NA,NA,NA
806,23.83.1206.1721,Terrestrial,Created Greenspace,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,23.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,23.0206,presence of the environment, ,opportunity for placement of infrastructure and reduced/increased risk of pest infestation on the property,NA,NA,NA,NA,NA
796,21.83.1206.1721,Terrestrial,Forests,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,21.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,21.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of erosion, fire, and pest infestation on the property",NA,NA,NA,NA,NA
811,24.83.1206.1721,Terrestrial,Grasslands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,24.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,24.0206,presence of the environment, ,opportunity for placement of infrastructure and reduced/increased risk of fire and pest infestation on the property,NA,NA,NA,NA,NA
943,16.83.1206.1721,Aquatic,Groundwater,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,16.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,16.0206,presence of the environment, ,opportunity for placement of infrastructure and reduced/increased risk of subsidence and sinkholes on the property,NA,NA,NA,NA,NA
831,28.83.1206.1721,Terrestrial,Ice and Snow,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,28.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,28.0206,presence of the environment, ,opportunity for placement of infrastructure and reduced/increased risk of avalanches on the property,NA,NA,NA,NA,NA
781,13.83.1206.1721,Aquatic,Lakes and Ponds,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,13.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,13.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of flooding, erosion, and pest infestation on the property","presence of marinas, resorts (number)",Use,Proposed,"Dave Peck (USEPA), John Stoddard (USEPA)",NA
786,14.83.1206.1721,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,14.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,14.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of flooding, erosion, and pest infestation on the property",NA,NA,NA,NA,NA
791,15.83.1206.1721,Aquatic,Open Oceans and Seas,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,15.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,15.0206,presence of the environment, ,"opportunity for placement of infrastructure (specifically, cruise liners)",NA,NA,NA,NA,NA
771,11.83.1206.1721,Aquatic,Rivers and Streams,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,11.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,11.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of flooding, erosion, and pest infestation on the property",NA,NA,NA,NA,NA
816,25.83.1206.1721,Terrestrial,Scrubland / Shrubland,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,25.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,25.0206,presence of the environment, ,opportunity for placement of infrastructure and reduced/increased risk of fire and pest infestation on the property,NA,NA,NA,NA,NA
826,27.83.1206.1721,Terrestrial,Tundra,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,27.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,27.0206,presence of the environment, ,opportunity for placement of infrastructure and reduced/increased risk of pest infestation on the property,NA,NA,NA,NA,NA
776,12.83.1206.1721,Aquatic,Wetlands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Accommodation and Food Services,12.83.1206.1721,Commercial / Industrial,Resource-Dependent Businesses,12.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of flooding, erosion, and pest infestation on the property",NA,NA,NA,NA,NA
837,31.51.1206.1722,Atmospheric,Atmosphere,Atmosphere,Air,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,31.51.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,31.0206,air, ,"suitable [clean /clear] air for establishing and maintaining property, and the opportunity for viewscapes",NA,NA,NA,NA,NA
847,31.51.1206.1722,Atmospheric,Atmosphere,Atmosphere,Air,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,31.51.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,31.0206,weather, ,"suitable atmospheric conditions [in temperature, precipitation, or wind] for establishing and maintaining property",NA,NA,NA,NA,NA
802,22.83.1206.1722,Terrestrial,Agroecosystems,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,22.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,22.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of erosion, fire, and pest infestation on the property",NA,NA,NA,NA,NA
842,31.83.1206.1722,Atmospheric,Atmosphere,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,31.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,31.0206,presence of the environment, ,"reduced/increased risk of damage of the property, for example, by lightning strikes",NA,NA,NA,NA,NA
822,26.83.1206.1722,Terrestrial,Barren / Rock and Sand,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,26.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,26.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of erosion, fire, and pest infestation on the property",NA,NA,NA,NA,NA
807,23.83.1206.1722,Terrestrial,Created Greenspace,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,23.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,23.0206,presence of the environment, ,opportunity for placement of infrastructure and reduced/increased risk of pest infestation on the property,NA,NA,NA,NA,NA
797,21.83.1206.1722,Terrestrial,Forests,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,21.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,21.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of erosion, fire, and pest infestation on the property",NA,NA,NA,NA,NA
812,24.83.1206.1722,Terrestrial,Grasslands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,24.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,24.0206,presence of the environment, ,opportunity for placement of infrastructure and reduced/increased risk of fire and pest infestation on the property,NA,NA,NA,NA,NA
944,16.83.1206.1722,Aquatic,Groundwater,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,16.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,16.0206,presence of the environment, ,opportunity for placement of infrastructure and reduced/increased risk of subsidence and sinkholes on the property,NA,NA,NA,NA,NA
832,28.83.1206.1722,Terrestrial,Ice and Snow,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,28.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,28.0206,presence of the environment, ,opportunity for placement of infrastructure and reduced/increased risk of avalanches on the property,NA,NA,NA,NA,NA
782,13.83.1206.1722,Aquatic,Lakes and Ponds,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,13.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,13.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of flooding, erosion, and pest infestation on the property","presence of marinas, resorts (number)",Use,Proposed,"Dave Peck (USEPA), John Stoddard (USEPA)",NA
787,14.83.1206.1722,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,14.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,14.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of flooding, erosion, and pest infestation on the property",NA,NA,NA,NA,NA
792,15.83.1206.1722,Aquatic,Open Oceans and Seas,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,15.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,15.0206,presence of the environment, ,"opportunity for placement of infrastructure (specifically, cruise liners)",NA,NA,NA,NA,NA
772,11.83.1206.1722,Aquatic,Rivers and Streams,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,11.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,11.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of flooding, erosion, and pest infestation on the property",NA,NA,NA,NA,NA
817,25.83.1206.1722,Terrestrial,Scrubland / Shrubland,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,25.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,25.0206,presence of the environment, ,opportunity for placement of infrastructure and reduced/increased risk of fire and pest infestation on the property,NA,NA,NA,NA,NA
827,27.83.1206.1722,Terrestrial,Tundra,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,27.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,27.0206,presence of the environment, ,opportunity for placement of infrastructure and reduced/increased risk of pest infestation on the property,NA,NA,NA,NA,NA
777,12.83.1206.1722,Aquatic,Wetlands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Protection of human property,Industry,Accommodation and Food Services,Food Services and Drinking Places,12.83.1206.1722,Commercial / Industrial,Resource-Dependent Businesses,12.0206,presence of the environment, ,"opportunity for placement of infrastructure and reduced/increased risk of flooding, erosion, and pest infestation on the property",NA,NA,NA,NA,NA
50,16.12.1105.1112,Aquatic,Groundwater,Water,Liquid water,Direct Use,Extractive Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,16.12.1105.1112,Agricultural,Livestock Grazers,16.0103,water, ,water suitable for livestock consumption,NA,NA,NA,NA,NA
40,13.12.1105.1112,Aquatic,Lakes and Ponds,Water,Liquid water,Direct Use,Extractive Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,13.12.1105.1112,Agricultural,Livestock Grazers,13.0103,water, ,water suitable for livestock consumption,water storage capacity (cu. meters x 106) salinity (mS/cm) lake volume (m3),Stock,Proposed,"Bill Fisher (USEPA), Dave Peck (USEPA), John Stoddard (USEPA)",water storage capacity is often based on water balance
45,14.12.1105.1112,Aquatic,Near Coastal Marine and Estuaries,Water,Liquid water,Direct Use,Extractive Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,14.12.1105.1112,Agricultural,Livestock Grazers,14.0103,water, ,water suitable for livestock consumption,NA,NA,NA,NA,NA
31,11.12.1105.1112,Aquatic,Rivers and Streams,Water,Liquid water,Direct Use,Extractive Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,11.12.1105.1112,Agricultural,Livestock Grazers,11.0103,water, ,water suitable for livestock consumption,NA,NA,NA,NA,NA
36,12.12.1105.1112,Aquatic,Wetlands,Water,Liquid water,Direct Use,Extractive Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,12.12.1105.1112,Agricultural,Livestock Grazers,12.0103,water, ,water suitable for livestock consumption,NA,NA,NA,NA,NA
53,31.51.1203.1112,Atmospheric,Atmosphere,Atmosphere,Air,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,31.51.1203.1112,Agricultural,CAFO Operators,31.0102,air, ,medium for and capacity to dissipate odors produced by [dense herds of] livestock,NA,NA,NA,NA,NA
56,31.51.1203.1112,Atmospheric,Atmosphere,Atmosphere,Air,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,31.51.1203.1112,Agricultural,CAFO Operators,31.0102,weather, ,"for outdoor CAFOs, suitable atmospheric conditions [in temperature, precipitation, or wind] for livestock survival",NA,NA,NA,NA,NA
