UniqueID1232,FESID2244,EnvironmentalClass,EnvironmentalSubclass,Ecological End-Product Class,Ecological End-Product Subclass,Direct Use/Non-Use Class,Direct Use/Non-Use Subclass I,Direct Use/Non-Use Subclass II,Direct User Class,Direct User Subclass I,Direct User Subclass II,FESID2244,BeneficiaryCategory,BeneficiarySubcategory,FEGSIDNumber,FEGS,Example,Importance,FEGSMeasurementincludingUnits,MeasurementType,Status,Source,Notes
534,22.81.1208.1423,Terrestrial,Agroecosystems,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",22.81.1208.1423,Inspirational,Artists,22.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
625,26.81.1208.1423,Terrestrial,Barren / Rock and Sand,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",26.81.1208.1423,Inspirational,Artists,26.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
630,26.81.1208.1423,Terrestrial,Barren / Rock and Sand,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",26.81.1208.1423,Inspirational,Artists,26.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
549,23.81.1208.1423,Terrestrial,Created Greenspace,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",23.81.1208.1423,Inspirational,Artists,23.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
554,23.81.1208.1423,Terrestrial,Created Greenspace,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",23.81.1208.1423,Inspirational,Artists,23.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
509,21.81.1208.1423,Terrestrial,Forests,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",21.81.1208.1423,Inspirational,Artists,21.0702,sounds and scents,"leaves rustling, birds singing, wind, decay","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
514,21.81.1208.1423,Terrestrial,Forests,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",21.81.1208.1423,Inspirational,Artists,21.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
569,24.81.1208.1423,Terrestrial,Grasslands,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",24.81.1208.1423,Inspirational,Artists,24.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
574,24.81.1208.1423,Terrestrial,Grasslands,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",24.81.1208.1423,Inspirational,Artists,24.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
489,16.81.1208.1423,Aquatic,Groundwater,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",16.81.1208.1423,Inspirational,Artists,16.0702,sounds and scents,"water dripping in caves, geysers","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
494,16.81.1208.1423,Aquatic,Groundwater,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",16.81.1208.1423,Inspirational,Artists,16.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
665,28.81.1208.1423,Terrestrial,Ice and Snow,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",28.81.1208.1423,Inspirational,Artists,28.0702,sounds and scents,ice cracking,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
670,28.81.1208.1423,Terrestrial,Ice and Snow,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",28.81.1208.1423,Inspirational,Artists,28.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
426,13.81.1208.1423,Aquatic,Lakes and Ponds,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",13.81.1208.1423,Inspirational,Artists,13.0702,sounds and scents,"waves lapping, fish splashing","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
431,13.81.1208.1423,Aquatic,Lakes and Ponds,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",13.81.1208.1423,Inspirational,Artists,13.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
454,14.81.1208.1423,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",14.81.1208.1423,Inspirational,Artists,14.0702,sounds and scents,"waves crashing, seagulls","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
459,14.81.1208.1423,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",14.81.1208.1423,Inspirational,Artists,14.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
474,15.81.1208.1423,Aquatic,Open Oceans and Seas,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",15.81.1208.1423,Inspirational,Artists,15.0702,sounds and scents,"whale calls, waves","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
479,15.81.1208.1423,Aquatic,Open Oceans and Seas,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",15.81.1208.1423,Inspirational,Artists,15.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
370,11.81.1208.1423,Aquatic,Rivers and Streams,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",11.81.1208.1423,Inspirational,Artists,11.0702,sounds and scents,"birds singing, rapids","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
375,11.81.1208.1423,Aquatic,Rivers and Streams,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",11.81.1208.1423,Inspirational,Artists,11.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
601,25.81.1208.1423,Terrestrial,Scrubland / Shrubland,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",25.81.1208.1423,Inspirational,Artists,25.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
606,25.81.1208.1423,Terrestrial,Scrubland / Shrubland,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",25.81.1208.1423,Inspirational,Artists,25.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
645,27.81.1208.1423,Terrestrial,Tundra,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",27.81.1208.1423,Inspirational,Artists,27.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
650,27.81.1208.1423,Terrestrial,Tundra,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",27.81.1208.1423,Inspirational,Artists,27.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
402,12.81.1208.1423,Aquatic,Wetlands,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",12.81.1208.1423,Inspirational,Artists,12.0702,sounds and scents,"birds singing, frogs croaking","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
407,12.81.1208.1423,Aquatic,Wetlands,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",12.81.1208.1423,Inspirational,Artists,12.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
500,21.21.1108.1424,Terrestrial,Forests,Flora,Flora,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",21.21.1108.1424,Inspirational,Artists,21.0702,natural materials,"mosses, lichens, leaves, branches","natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
520,22.41.1108.1424,Terrestrial,Agroecosystems,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",22.41.1108.1424,Inspirational,Artists,22.0702,natural materials,"corn sheaths, dried flowers","natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
616,26.41.1108.1424,Terrestrial,Barren / Rock and Sand,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",26.41.1108.1424,Inspirational,Artists,26.0702,natural materials, ,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
540,23.41.1108.1424,Terrestrial,Created Greenspace,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",23.41.1108.1424,Inspirational,Artists,23.0702,natural materials, ,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
560,24.41.1108.1424,Terrestrial,Grasslands,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",24.41.1108.1424,Inspirational,Artists,24.0702,natural materials, ,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
417,13.41.1108.1424,Aquatic,Lakes and Ponds,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",13.41.1108.1424,Inspirational,Artists,13.0702,natural materials,"shells, driftwood","natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
445,14.41.1108.1424,Aquatic,Near Coastal Marine and Estuaries,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",14.41.1108.1424,Inspirational,Artists,14.0702,natural materials,"driftwood, shells","natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
465,15.41.1108.1424,Aquatic,Open Oceans and Seas,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",15.41.1108.1424,Inspirational,Artists,15.0702,natural materials,driftwood,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
361,11.41.1108.1424,Aquatic,Rivers and Streams,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",11.41.1108.1424,Inspirational,Artists,11.0702,natural materials,"shells, dried flowers","natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
592,25.41.1108.1424,Terrestrial,Scrubland / Shrubland,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",25.41.1108.1424,Inspirational,Artists,25.0702,natural materials, ,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
636,27.41.1108.1424,Terrestrial,Tundra,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",27.41.1108.1424,Inspirational,Artists,27.0702,natural materials, ,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
393,12.41.1108.1424,Aquatic,Wetlands,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",12.41.1108.1424,Inspirational,Artists,12.0702,natural materials,"shells, dried flowers","natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
656,28.11.1108.1424,Terrestrial,Ice and Snow,Water,Snow/Ice,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",28.11.1108.1424,Inspirational,Artists,28.0702,natural materials,ice,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
341,26.31.1101.1424,Terrestrial,Barren / Rock and Sand,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",26.31.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,26.0207,fauna,snake venom,"organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
97,21.31.1101.1424,Terrestrial,Forests,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",21.31.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",21.0202,timber,"firs, pines, oaks","non-cultivated timber (i.e., trees) for commercial use or sale",NA,NA,NA,NA,NA
320,21.31.1101.1424,Terrestrial,Forests,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",21.31.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,21.0207,fauna,"deer antler velvet, bear bladders","organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
329,24.31.1101.1424,Terrestrial,Grasslands,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",24.31.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,24.0207,fauna,deer antler velvet,"organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
299,13.31.1101.1424,Aquatic,Lakes and Ponds,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",13.31.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,13.0207,fauna,fish for fish oil,"organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",brine shrimp population,Stock,Proposed,"Dave Peck (USEPA), John Stoddard (USEPA)",NA
305,14.31.1101.1424,Aquatic,Near Coastal Marine and Estuaries,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",14.31.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,14.0207,fauna,fish for fish oil,"organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
311,15.31.1101.1424,Aquatic,Open Oceans and Seas,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",15.31.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,15.0207,fauna,fish for fish oil,"organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
287,11.31.1101.1424,Aquatic,Rivers and Streams,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",11.31.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,11.0207,fauna,fish for fish oil,"organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
587,25.31.1101.1424,Terrestrial,Scrubland / Shrubland,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",25.31.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",25.0202,timber,juniper trees,"non-cultivated timber (i.e., trees) for commercial use or sale",NA,NA,NA,NA,NA
347,27.31.1101.1424,Terrestrial,Tundra,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",27.31.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,27.0207,fauna,[rein]deer antler velvet,"organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
293,12.31.1101.1424,Aquatic,Wetlands,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",12.31.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,12.0207,fauna, ,"organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
388,12.31.1101.1424,Aquatic,Wetlands,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",12.31.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",12.0202,timber,cypress,"non-cultivated timber (i.e., trees) for commercial use or sale",NA,NA,NA,NA,NA
102,22.21.1101.1424,Terrestrial,Agroecosystems,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",22.21.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",22.0202,natural materials, ,non-cultivated ornamental products or by-products (from cultivation) used ornamentally for commercial use or sale,NA,NA,NA,NA,NA
344,26.21.1101.1424,Terrestrial,Barren / Rock and Sand,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",26.21.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,26.0207,flora,"cacti, aloe vera","organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
87,21.21.1101.1424,Terrestrial,Forests,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",21.21.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",21.0202,fiber,cork,non-cultivated fiber for commercial use or sale,NA,NA,NA,NA,NA
92,21.21.1101.1424,Terrestrial,Forests,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",21.21.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",21.0202,natural materials,"rubber, lichens, mosses",non-cultivated ornamental products or by-products (from cultivation) used ornamentally for commercial use or sale,NA,NA,NA,NA,NA
323,21.21.1101.1424,Terrestrial,Forests,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",21.21.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,21.0207,flora,"ginseng, bloodroot, cocoa","organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
326,21.21.1101.1424,Terrestrial,Forests,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",21.21.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,21.0207,fungi, ,"organisms (i.e., mushrooms, shelf fungus, puffballs, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
122,24.21.1101.1424,Terrestrial,Grasslands,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",24.21.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",24.0202,fiber,grasses,non-cultivated fiber for commercial use or sale,NA,NA,NA,NA,NA
127,24.21.1101.1424,Terrestrial,Grasslands,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",24.21.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",24.0202,natural materials,"flowers, seeds",non-cultivated ornamental products or by-products (from cultivation) used ornamentally for commercial use or sale,NA,NA,NA,NA,NA
332,24.21.1101.1424,Terrestrial,Grasslands,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",24.21.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,24.0207,flora,"sagewort, Ipomoea leptophylla","organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
335,24.21.1101.1424,Terrestrial,Grasslands,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",24.21.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,24.0207,fungi, ,"organisms (i.e., mushrooms, shelf fungus, puffballs, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
302,13.21.1101.1424,Aquatic,Lakes and Ponds,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",13.21.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,13.0207,flora, ,"organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
308,14.21.1101.1424,Aquatic,Near Coastal Marine and Estuaries,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",14.21.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,14.0207,flora,"algae, kelp","organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) used in medicines or sold for medicinal purposes",presence of benthic habitat types indicative of pharmaceuticals weighted average of conditions,Stock,Proposed,Susan Yee (USEPA),NA
